# File Format = ASCII
# Created by SPIP 6.7.5.0 2025-08-08 12:54
# Original file: \\iom.local\data\99_Austausch\GHI\Ghaith.JamalTalal\AFM\Time Series\Mapping\C1000_1.1-30mu-2.spm.urz.asc
# forcecurve = 0
# points   = 40
# X-Axis: nm; Y-Axis: 
# xlabel = Diameter
# ylabel = 
# length = 1659.24011
# offset = 886.934143
# histogramtype = 9
# histogramcount = 480
# histogramsubtype = Count
# description =0:
# Start of Data:
# x-phys	 y-val
#------------------------------
 78.0545883	          3	
 119.535591	          2	
 161.016594	          6	
 202.497597	          4	
   243.9786	          5	
 285.459602	          5	
 326.940605	          7	
 368.421608	          6	
 409.902611	          8	
 451.383614	         14	
 492.864616	         23	
 534.345619	         17	
 575.826622	         32	
 617.307625	         32	
 658.788628	         40	
  700.26963	         38	
 741.750633	         38	
 783.231636	         30	
 824.712639	         23	
 866.193642	         29	
 907.674644	         28	
 949.155647	         22	
  990.63665	         20	
 1032.11765	          8	
 1073.59866	          5	
 1115.07966	          3	
 1156.56066	          3	
 1198.04166	          4	
 1239.52267	          3	
 1281.00367	          5	
 1322.48467	          3	
 1363.96568	          2	
 1405.44668	          3	
 1446.92768	          2	
 1488.40868	          1	
 1529.88969	          0	
 1571.37069	          1	
 1612.85169	          1	
  1654.3327	          1	
  1695.8137	          3	
